1," is future",true,2020-08-15 18:02:36.540
2," is future",true,2020-08-15 18:02:36.540
3," is future",true,2020-08-15 18:02:36.540
1," is cash",true,2020-08-15 18:04:36.540
2," is cash",true,2020-08-15 18:01:36.540
3," is cash",true,2020-08-15 18:01:36.540
4," is future",true,2020-08-15 18:02:36.540
5," is future",true,2020-08-15 18:02:36.540
6," is future",true,2020-08-15 18:02:36.540
7," is future",true,2020-08-15 18:02:36.540
8," is future",true,2020-08-15 18:02:36.540
9," is future",true,2020-08-15 18:02:36.540
10," is future",true,2020-08-15 18:02:36.540
11," is future",true,2020-08-15 18:02:36.540
12," is future",true,2020-08-15 18:02:36.540
13," is future",true,2020-08-15 18:02:36.540
14," is future",true,2020-08-15 18:02:36.540
15," is future",true,2020-08-15 18:02:36.540
16," is future",true,2020-08-15 18:02:36.540
17," is future",true,2020-08-15 18:02:36.540
18," is future",true,2020-08-15 18:02:36.540
19," is future",true,2020-08-15 18:02:36.540
20," is future",true,2020-08-15 18:02:36.540
21," is future",true,2020-08-15 18:02:36.540
22," is future",true,2020-08-15 18:02:36.540
23," is future",true,2020-08-15 18:02:36.540
24," is future",true,2020-08-15 18:02:36.540
25," is future",true,2020-08-15 18:02:36.540
26," is future",true,2020-08-15 18:02:36.540
27," is future",true,2020-08-15 18:02:36.540
28," is future",true,2020-08-15 18:02:36.540
29," is future",true,2020-08-15 18:02:36.540
30," is future",true,2020-08-15 18:02:36.540
31," is future",true,2020-08-15 18:02:36.540
32," is future",true,2020-08-15 18:02:36.540
33," is future",true,2020-08-15 18:02:36.540
34," is future",true,2020-08-15 18:02:36.540
35," is future",true,2020-08-15 18:02:36.540
36," is future",true,2020-08-15 18:02:36.540
37," is future",true,2020-08-15 18:02:36.540
38," is future",true,2020-08-15 18:02:36.540
39," is future",true,2020-08-15 18:02:36.540
40," is future",true,2020-08-15 18:02:36.540
41," is future",true,2020-08-15 18:02:36.540
42," is future",true,2020-08-15 18:02:36.540
43," is future",true,2020-08-15 18:02:36.540
44," is future",true,2020-08-15 18:02:36.540
45," is future",true,2020-08-15 18:02:36.540
46," is future",true,2020-08-15 18:02:36.540
47," is future",true,2020-08-15 18:02:36.540
48," is future",true,2020-08-15 18:02:36.540
49," is future",true,2020-08-15 18:02:36.540
50," is future",true,2020-08-15 18:02:36.540
51," is future",true,2020-08-15 18:02:36.540
52," is future",true,2020-08-15 18:02:36.540
53," is future",true,2020-08-15 18:02:36.540
54," is future",true,2020-08-15 18:02:36.540
55," is future",true,2020-08-15 18:02:36.540
56," is future",true,2020-08-15 18:02:36.540
57," is future",true,2020-08-15 18:02:36.540
58," is future",true,2020-08-15 18:02:36.540
59," is future",true,2020-08-15 18:02:36.540
60," is future",true,2020-08-15 18:02:36.540
61," is future",true,2020-08-15 18:02:36.540
62," is future",true,2020-08-15 18:02:36.540
63," is future",true,2020-08-15 18:02:36.540
64," is future",true,2020-08-15 18:02:36.540
65," is future",true,2020-08-15 18:02:36.540
66," is future",true,2020-08-15 18:02:36.540
67," is future",true,2020-08-15 18:02:36.540
68," is future",true,2020-08-15 18:02:36.540
69," is future",true,2020-08-15 18:02:36.540
70," is future",true,2020-08-15 18:02:36.540
71," is future",true,2020-08-15 18:02:36.540
72," is future",true,2020-08-15 18:02:36.540
73," is future",true,2020-08-15 18:02:36.540
74," is future",true,2020-08-15 18:02:36.540
75," is future",true,2020-08-15 18:02:36.540
76," is future",true,2020-08-15 18:02:36.540
77," is future",true,2020-08-15 18:02:36.540
78," is future",true,2020-08-15 18:02:36.540
79," is future",true,2020-08-15 18:02:36.540
80," is future",true,2020-08-15 18:02:36.540
81," is future",true,2020-08-15 18:02:36.540
82," is future",true,2020-08-15 18:02:36.540
83," is future",true,2020-08-15 18:02:36.540
84," is future",true,2020-08-15 18:02:36.540
85," is future",true,2020-08-15 18:02:36.540
86," is future",true,2020-08-15 18:02:36.540
